drug_id,protein_id,interaction
D10147,P10147,1
D10148,P10148,0
D10149,P10149,1
D10150,P10150,0
D10151,P10151,1
D10152,P10152,0
D10153,P10153,1
D10154,P10154,0
D10155,P10155,1
D10156,P10156,0
D10157,P10157,0
D10158,P10158,1
D10159,P10159,0
D10160,P10160,1
D10161,P10161,0
D10162,P10162,1
D10163,P10163,1
D10164,P10164,0
D10165,P10165,0
D10166,P10166,1
D10167,P10167,0
D10168,P10168,1
D10169,P10169,0
D10170,P10170,1
D10171,P10171,0
D10172,P10172,1
D10173,P10173,0
D10174,P10174,1
D10175,P10175,0
D10176,P10176,1
D10177,P10177,0
D10178,P10178,1
D10179,P10179,0
D10180,P10180,1
D10181,P10181,0
D10182,P10182,1
D10183,P10183,0
D10184,P10184,1
D10185,P10185,0
D10186,P10186,1
D10187,P10187,0
D10188,P10188,1
D10189,P10189,0
D10190,P10190,1
D10191,P10191,0
D10192,P10192,1
D10193,P10193,0
D10194,P10194,1
D10195,P10195,0
D10196,P10196,1
D10197,P10197,0
D10198,P10198,1
D10199,P10199,0
D10200,P10200,1
D10201,P10201,0
D10202,P10202,1
D10203,P10203,0
D10204,P10204,1
D10205,P10205,0
D10206,P10206,1
D10207,P10207,0
D10208,P10208,1
D10209,P10209,0
D10210,P10210,1
D10211,P10211,0
D10212,P10212,1
D10213,P10213,0
D10214,P10214,1
D10215,P10215,0
D10216,P10216,1
D10217,P10217,0
D10218,P10218,1
D10219,P10219,0
D10220,P10220,1
D10221,P10221,0
D10222,P10222,1
D10223,P10223,0
D10224,P10224,1
D10225,P10225,0
D10226,P10226,1
D10227,P10227,0
D10228,P10228,1
D10229,P10229,0
D10230,P10230,1
D10231,P10231,0
D10232,P10232,1
D10233,P10233,0
D10234,P10234,1
D10235,P10235,0
D10236,P10236,1
D10237,P10237,0
D10238,P10238,1
D10239,P10239,0
D10240,P10240,1
D10241,P10241,0
D10242,P10242,1
D10243,P10243,0
D10244,P10244,1
D10245,P10245,0
D10246,P10246,1
D10247,P10247,0
D10248,P10248,1
D10249,P10249,0
D10250,P10250,1
D10251,P10251,0
D10252,P10252,1
D10253,P10253,0
D10254,P10254,1
D10255,P10255,0
D10256,P10256,1
D10257,P10257,0
D10258,P10258,1
D10259,P10259,0
D10260,P10260,1
D10261,P10261,0
D10262,P10262,1
D10263,P10263,0
D10264,P10264,1
D10265,P10265,0
D10266,P10266,1
D10267,P10267,0
D10268,P10268,1
D10269,P10269,0
D10270,P10270,1
D10271,P10271,0
D10272,P10272,1
D10273,P10273,0
D10274,P10274,1
D10275,P10275,0
D10276,P10276,1
D10277,P10277,0
D10278,P10278,1
D10279,P10279,1
D10280,P10280,0
D10281,P10281,1
D10282,P10282,0
D10283,P10283,1
D10284,P10284,0
D10285,P10285,1
D10286,P10286,0
D10287,P10287,1
D10288,P10288,0
D10289,P10289,1
D10290,P10290,0
D10291,P10291,1
D10292,P10292,0
D10293,P10293,1
D10294,P10294,0
D10295,P10295,1
D10296,P10296,0
D10297,P10297,1
D10298,P10298,0
D10299,P10299,1
D10300,P10300,0
D10301,P10301,1
D10302,P10302,0
D10303,P10303,1
D10304,P10304,0
D10305,P10305,1
D10306,P10306,0
D10307,P10307,1
D10308,P10308,0
D10309,P10309,1
D10310,P10310,0
D10311,P10311,1
D10312,P10312,0
D10313,P10313,1
D10314,P10314,0
D10315,P10315,1
D10316,P10316,0
D10317,P10317,1
D10318,P10318,0
D10319,P10319,1
D10320,P10320,0
D10321,P10321,1
D10322,P10322,0
D10323,P10323,1
D10324,P10324,0
D10325,P10325,1
D10326,P10326,0
D10327,P10327,1
D10328,P10328,0
D10329,P10329,1
D10330,P10330,0
D10331,P10331,1
D10332,P10332,0
D10333,P10333,1
D10334,P10334,0
D10335,P10335,1
D10336,P10336,0
D10337,P10337,1
D10338,P10338,0
D10339,P10339,1
D10340,P10340,0
D10341,P10341,1
D10342,P10342,0
D10343,P10343,1
D10344,P10344,0
D10345,P10345,1
D10346,P10346,0
D10347,P10347,1
D10348,P10348,0
D10349,P10349,1
D10350,P10350,0
D10351,P10351,1
D10352,P10352,0
D10353,P10353,1
D10354,P10354,0
D10355,P10355,1
D10356,P10356,0
D10357,P10357,1
D10358,P10358,0
D10359,P10359,1
D10360,P10360,0
D10361,P10361,1
D10362,P10362,0
D10363,P10363,1
D10364,P10364,1
D10365,P10365,0
D10366,P10366,1
D10367,P10367,0
D10368,P10368,1
D10369,P10369,0
D10370,P10370,1
D10371,P10371,0
D10372,P10372,1
D10373,P10373,0
D10374,P10374,1
D10375,P10375,0
D10376,P10376,1
D10377,P10377,0
D10378,P10378,1
D10379,P10379,0
D10380,P10380,1
D10381,P10381,0
D10382,P10382,1
D10383,P10383,0
D10384,P10384,1
D10385,P10385,0
D10386,P10386,1
D10387,P10387,0
D10388,P10388,1
D10389,P10389,0
D10390,P10390,1
D10391,P10391,0
D10392,P10392,1
D10393,P10393,0
D10394,P10394,1
D10395,P10395,0
D10396,P10396,1
D10397,P10397,0
D10398,P10398,1
D10399,P10399,0
D10400,P10400,1
D10401,P10401,0
D10402,P10402,1
D10403,P10403,0
D10404,P10404,1
D10405,P10405,0
D10406,P10406,1
D10407,P10407,1
D10408,P10408,0
D10409,P10409,1
D10410,P10410,0
D10411,P10411,1
D10412,P10412,0
D10413,P10413,1
D10414,P10414,0
D10415,P10415,1
D10416,P10416,0
D10417,P10417,1
D10418,P10418,0
D10419,P10419,1
D10420,P10420,0
D10421,P10421,1
D10422,P10422,0
D10423,P10423,1
D10424,P10424,0
D10425,P10425,1
D10426,P10426,0
D10427,P10427,1
D10428,P10428,0
D10429,P10429,1
D10430,P10430,0
D10431,P10431,1
D10432,P10432,0
D10433,P10433,1
D10434,P10434,0
D10435,P10435,1
D10436,P10436,0
D10437,P10437,1
D10438,P10438,0
D10439,P10439,1
D10440,P10440,0
D10441,P10441,1
D10442,P10442,0
D10443,P10443,1
D10444,P10444,0
D10445,P10445,1
D10446,P10446,0
D10447,P10447,1
D10448,P10448,0
D10449,P10449,1
D10450,P10450,0
D10451,P10451,1
D10452,P10452,0
D10453,P10453,1
D10454,P10454,0
D10455,P10455,1
D10456,P10456,0
D10457,P10457,1
D10458,P10458,0
D10459,P10459,1
D10460,P10460,0
D10461,P10461,1
D10462,P10462,0
D10463,P10463,1
D10464,P10464,0
D10465,P10465,1
D10466,P10466,0
D10467,P10467,1
D10468,P10468,0
D10469,P10469,1
D10470,P10470,0
D10471,P10471,1
D10472,P10472,0
D10473,P10473,1
D10474,P10474,0
D10475,P10475,1
D10476,P10476,0
D10477,P10477,1
D10478,P10478,0
D10479,P10479,1
D10480,P10480,0
D10481,P10481,1
D10482,P10482,0
D10483,P10483,0
D10484,P10484,1
D10485,P10485,0
D10486,P10486,1
D10487,P10487,0
D10488,P10488,1
D10489,P10489,0
D10490,P10490,1
D10491,P10491,0
D10492,P10492,1
D10493,P10493,0
D10494,P10494,1
D10495,P10495,0
D10496,P10496,1
D10497,P10497,0
D10498,P10498,1
D10499,P10499,0
D10500,P10500,1
D10501,P10501,0
D10502,P10502,1
D10503,P10503,0
D10504,P10504,1
D10505,P10505,0
D10506,P10506,1
D10507,P10507,0
D10508,P10508,1
D10509,P10509,0
D10510,P10510,1
D10511,P10511,0
D10512,P10512,1
D10513,P10513,0
D10514,P10514,1
D10515,P10515,0
D10516,P10516,1
D10517,P10517,0
D10518,P10518,1
D10519,P10519,0
D10520,P10520,1
D10521,P10521,0
D10522,P10522,1
D10523,P10523,0
D10524,P10524,1
D10525,P10525,0
D10526,P10526,1
D10527,P10527,0
D10528,P10528,1
D10529,P10529,0
D10530,P10530,1
D10531,P10531,0
D10532,P10532,1
D10533,P10533,1
D10534,P10534,0
D10535,P10535,1
D10536,P10536,0
D10537,P10537,1
D10538,P10538,0
D10539,P10539,1
D10540,P10540,0
D10541,P10541,1
D10542,P10542,0
D10543,P10543,1
D10544,P10544,0
D10545,P10545,1
D10546,P10546,0
D10547,P10547,1
D10548,P10548,0
D10549,P10549,1
D10550,P10550,0
D10551,P10551,1
D10552,P10552,0
D10553,P10553,1
D10554,P10554,0
D10555,P10555,1
D10556,P10556,0
D10557,P10557,1
D10558,P10558,0
D10559,P10559,1
D10560,P10560,0
D10561,P10561,1
D10562,P10562,0
D10563,P10563,1
D10564,P10564,0
D10565,P10565,1
D10566,P10566,0
D10567,P10567,1
D10568,P10568,0
D10569,P10569,1
D10570,P10570,0
D10571,P10571,1
D10572,P10572,0
D10573,P10573,1
D10574,P10574,0
D10575,P10575,1
D10576,P10576,0
D10577,P10577,1
D10578,P10578,0
D10579,P10579,1
D10580,P10580,0
D10581,P10581,1
D10582,P10582,0
D10583,P10583,1
D10584,P10584,0
D10585,P10585,1
D10586,P10586,0
D10587,P10587,1
D10588,P10588,0
D10589,P10589,1
D10590,P10590,0
D10591,P10591,1
D10592,P10592,0
D10593,P10593,1
D10594,P10594,0
D10595,P10595,1
D10596,P10596,0
D10597,P10597,1
D10598,P10598,0
D10599,P10599,1
D10600,P10600,0
D10601,P10601,1
D10602,P10602,0
D10603,P10603,1
D10604,P10604,0
D10605,P10605,1
D10606,P10606,0
D10607,P10607,1
D10608,P10608,0
D10609,P10609,1
D10610,P10610,0
D10611,P10611,1
D10612,P10612,0
D10613,P10613,1
D10614,P10614,0
D10615,P10615,1
D10616,P10616,0
D10617,P10617,1
D10618,P10618,0
D10619,P10619,1
D10620,P10620,0
D10621,P10621,1
D10622,P10622,0
D10623,P10623,1
D10624,P10624,0
D10625,P10625,1
D10626,P10626,0
D10627,P10627,1
D10628,P10628,0
D10629,P10629,1
D10630,P10630,0
D10631,P10631,1
D10632,P10632,0
D10633,P10633,1
D10634,P10634,0
D10635,P10635,1
D10636,P10636,0
D10637,P10637,1
D10638,P10638,0
D10639,P10639,1
D10640,P10640,0
D10641,P10641,1
D10642,P10642,0
D10643,P10643,1
D10644,P10644,0
D10645,P10645,1
D10646,P10646,0
D10647,P10647,1
D10648,P10648,0
D10649,P10649,1
D10650,P10650,0
D10651,P10651,1
D10652,P10652,0
D10653,P10653,1
D10654,P10654,0
D10655,P10655,1
D10656,P10656,0
D10657,P10657,1
D10658,P10658,0
D10659,P10659,1
D10660,P10660,0
D10661,P10661,1
D10662,P10662,0
D10663,P10663,1
D10664,P10664,0
D10665,P10665,1
D10666,P10666,0
D10667,P10667,1
D10668,P10668,0
D10669,P10669,1
D10670,P10670,0
D10671,P10671,1
D10672,P10672,0
D10673,P10673,1
D10674,P10674,0
D10675,P10675,1
D10676,P10676,0
D10677,P10677,1
D10678,P10678,0
D10679,P10679,1
D10680,P10680,0
D10681,P10681,1
D10682,P10682,0
D10683,P10683,1
D10684,P10684,0
D10685,P10685,1
D10686,P10686,0
D10687,P10687,1
D10688,P10688,0
D10689,P10689,1
D10690,P10690,0
D10691,P10691,1
D10692,P10692,0
D10693,P10693,1
D10694,P10694,0
D10695,P10695,1
D10696,P10696,0
D10697,P10697,1
D10698,P10698,0
D10699,P10699,1
D10700,P10700,0
D10701,P10701,1
D10702,P10702,0
D10703,P10703,1
D10704,P10704,0
D10705,P10705,1
D10706,P10706,0
D10707,P10707,1
D10708,P10708,0
D10709,P10709,1
D10710,P10710,0
D10711,P10711,1
D10712,P10712,0
D10713,P10713,1
D10714,P10714,0
D10715,P10715,1
D10716,P10716,0
D10717,P10717,1
D10718,P10718,0
D10719,P10719,1
D10720,P10720,0
D10721,P10721,1
D10722,P10722,0
D10723,P10723,1
D10724,P10724,0
D10725,P10725,1
D10726,P10726,0
D10727,P10727,1
D10728,P10728,0
D10729,P10729,1
D10730,P10730,0
D10731,P10731,1
D10732,P10732,0
D10733,P10733,1
D10734,P10734,0
D10735,P10735,1
D10736,P10736,0
D10737,P10737,1
D10738,P10738,0
D10739,P10739,1
D10740,P10740,0
D10741,P10741,0
D10742,P10742,1
D10743,P10743,0
D10744,P10744,1
D10745,P10745,0
D10746,P10746,1
D10747,P10747,0
D10748,P10748,1
D10749,P10749,1
D10750,P10750,0
D10751,P10751,1
D10752,P10752,0
D10753,P10753,1
D10754,P10754,0
D10755,P10755,1
D10756,P10756,0
D10757,P10757,1
D10758,P10758,0
D10759,P10759,1
D10760,P10760,0
D10761,P10761,1
D10762,P10762,0
D10763,P10763,1
D10764,P10764,0
D10765,P10765,1
D10766,P10766,0
D10767,P10767,1
D10768,P10768,0
D10769,P10769,1
D10770,P10770,0
D10771,P10771,1
D10772,P10772,0
D10773,P10773,1
D10774,P10774,0
D10775,P10775,1
D10776,P10776,0
D10777,P10777,1
D10778,P10778,0
D10779,P10779,1
D10780,P10780,1
D10781,P10781,0
D10782,P10782,1
D10783,P10783,0
D10784,P10784,1
D10785,P10785,0
D10786,P10786,1
D10787,P10787,0
D10788,P10788,1
D10789,P10789,0
D10790,P10790,1
D10791,P10791,0
D10792,P10792,1
D10793,P10793,0
D10794,P10794,1
D10795,P10795,0
D10796,P10796,1
D10797,P10797,0
D10798,P10798,1
D10799,P10799,0
D10800,P10800,1
D10801,P10801,0
D10802,P10802,1
D10803,P10803,0
D10804,P10804,1
D10805,P10805,0
D10806,P10806,1
D10807,P10807,0
D10808,P10808,1
D10809,P10809,0
D10810,P10810,1
D10811,P10811,0
D10812,P10812,1
D10813,P10813,0
D10814,P10814,1
D10815,P10815,0
D10816,P10816,1
D10817,P10817,0
D10818,P10818,1
D10819,P10819,0
D10820,P10820,1
D10821,P10821,0
D10822,P10822,1
D10823,P10823,0
D10824,P10824,1
D10825,P10825,0
D10826,P10826,1
D10827,P10827,0
D10828,P10828,1
D10829,P10829,0
D10830,P10830,1
D10831,P10831,0
D10832,P10832,1
D10833,P10833,0
D10834,P10834,1
D10835,P10835,0
D10836,P10836,1
D10837,P10837,0
D10838,P10838,1
D10839,P10839,0
D10840,P10840,1
D10841,P10841,0
D10842,P10842,1
D10843,P10843,0
D10844,P10844,1
D10845,P10845,0
D10846,P10846,1
D10847,P10847,0
D10848,P10848,1
D10849,P10849,0
D10850,P10850,1
D10851,P10851,0
D10852,P10852,1
D10853,P10853,0
D10854,P10854,1
D10855,P10855,0
D10856,P10856,1
D10857,P10857,0
D10858,P10858,1
D10859,P10859,0
D10860,P10860,1
D10861,P10861,0
D10862,P10862,1
D10863,P10863,0
D10864,P10864,1
D10865,P10865,0
D10866,P10866,1
D10867,P10867,0
D10868,P10868,1
D10869,P10869,0
D10870,P10870,1
D10871,P10871,0
D10872,P10872,1
D10873,P10873,0
D10874,P10874,1
D10875,P10875,0
D10876,P10876,1
D10877,P10877,0
D10878,P10878,1
D10879,P10879,0
D10880,P10880,1
D10881,P10881,0
D10882,P10882,1
D10883,P10883,0
D10884,P10884,1
D10885,P10885,0
D10886,P10886,1
D10887,P10887,0
D10888,P10888,1
D10889,P10889,0
D10890,P10890,1
D10891,P10891,0
D10892,P10892,1
D10893,P10893,0
D10894,P10894,1
D10895,P10895,0
D10896,P10896,1
D10897,P10897,0
D10898,P10898,1
D10899,P10899,0
D10900,P10900,1
D10901,P10901,0
D10902,P10902,1
D10903,P10903,0
D10904,P10904,1
D10905,P10905,0
D10906,P10906,1
D10907,P10907,0
D10908,P10908,1
D10909,P10909,0
D10910,P10910,1
D10911,P10911,0
D10912,P10912,1
D10913,P10913,0
D10914,P10914,1
D10915,P10915,0
D10916,P10916,1
D10917,P10917,0
D10918,P10918,1
D10919,P10919,0
D10920,P10920,1
D10921,P10921,0
D10922,P10922,1
D10923,P10923,0
D10924,P10924,1
D10925,P10925,0
D10926,P10926,1
D10927,P10927,0
D10928,P10928,1
D10929,P10929,0
D10930,P10930,1
D10931,P10931,0
D10932,P10932,1
D10933,P10933,0
D10934,P10934,1
D10935,P10935,0
D10936,P10936,1
D10937,P10937,0
D10938,P10938,1
D10939,P10939,0
D10940,P10940,1
D10941,P10941,1
D10942,P10942,0
D10943,P10943,1
D10944,P10944,0
D10945,P10945,1
D10946,P10946,0
D10947,P10947,1
D10948,P10948,0
D10949,P10949,1
D10950,P10950,0
D10951,P10951,1
D10952,P10952,0
D10953,P10953,1
D10954,P10954,0
D10955,P10955,1
D10956,P10956,0
D10957,P10957,1
D10958,P10958,0
D10959,P10959,1
D10960,P10960,0
D10961,P10961,1
D10962,P10962,0
D10963,P10963,1
D10964,P10964,0
D10965,P10965,1
D10966,P10966,0
D10967,P10967,1
D10968,P10968,0
D10969,P10969,1
D10970,P10970,0
D10971,P10971,1
D10972,P10972,0
D10973,P10973,1
D10974,P10974,0
D10975,P10975,1
D10976,P10976,0
D10977,P10977,1
D10978,P10978,0
D10979,P10979,1
D10980,P10980,0
D10981,P10981,1
D10982,P10982,0
D10983,P10983,1
D10984,P10984,0
D10985,P10985,1
D10986,P10986,0
D10987,P10987,1
D10988,P10988,0
D10989,P10989,1
D10990,P10990,0
D10991,P10991,1
D10992,P10992,0
D10993,P10993,1
D10994,P10994,0
D10995,P10995,1
D10996,P10996,0
D10997,P10997,1
D10998,P10998,0
D10999,P10999,1
D11000,P11000,0
D11001,P11001,1
D11002,P11002,0
D11003,P11003,1
D11004,P11004,0
D11005,P11005,1
D11006,P11006,0
D11007,P11007,1
D11008,P11008,0
D11009,P11009,1
D11010,P11010,0
D11011,P11011,1
D11012,P11012,0
D11013,P11013,1
D11014,P11014,1
D11015,P11015,0
D11016,P11016,1
D11017,P11017,0
D11018,P11018,1
D11019,P11019,0
D11020,P11020,1
D11021,P11021,0
D11022,P11022,1
D11023,P11023,0
D11024,P11024,1
D11025,P11025,0
D11026,P11026,1
D11027,P11027,0
D11028,P11028,1
D11029,P11029,0
D11030,P11030,1
D11031,P11031,0
D11032,P11032,1
D11033,P11033,0
D11034,P11034,1
D11035,P11035,0
D11036,P11036,1
D11037,P11037,0
D11038,P11038,1
D11039,P11039,0
D11040,P11040,1
D11041,P11041,0
D11042,P11042,1
D11043,P11043,0
D11044,P11044,1
D11045,P11045,0
D11046,P11046,1
D11047,P11047,0
D11048,P11048,1
D11049,P11049,0
D11050,P11050,1
D11051,P11051,0
D11052,P11052,1
D11053,P11053,0
D11054,P11054,1
D11055,P11055,0
D11056,P11056,1
D11057,P11057,0
D11058,P11058,1
D11059,P11059,0
D11060,P11060,1
D11061,P11061,0
D11062,P11062,1
D11063,P11063,0
D11064,P11064,1
D11065,P11065,0
D11066,P11066,1
D11067,P11067,0
D11068,P11068,1
D11069,P11069,0
D11070,P11070,1
D11071,P11071,0
D11072,P11072,1
D11073,P11073,0
D11074,P11074,1
D11075,P11075,0
D11076,P11076,1
D11077,P11077,0
D11078,P11078,1
D11079,P11079,0
D11080,P11080,1
D11081,P11081,0
D11082,P11082,1
D11083,P11083,0
D11084,P11084,1
D11085,P11085,0
D11086,P11086,1
D11087,P11087,0
D11088,P11088,1
D11089,P11089,0
D11090,P11090,1
D11091,P11091,0
D11092,P11092,1
D11093,P11093,0
D11094,P11094,1
D11095,P11095,0
D11096,P11096,1
D11097,P11097,0
D11098,P11098,1
D11099,P11099,0
D11100,P11100,1
D11101,P11101,0
D11102,P11102,1
D11103,P11103,1
D11104,P11104,0
D11105,P11105,1
D11106,P11106,0
D11107,P11107,1
D11108,P11108,0
D11109,P11109,1
D11110,P11110,0
D11111,P11111,1
D11112,P11112,0
D11113,P11113,1
D11114,P11114,0
D11115,P11115,1
D11116,P11116,0
D11117,P11117,1
D11118,P11118,0
D11119,P11119,1
D11120,P11120,0
D11121,P11121,1
D11122,P11122,0
D11123,P11123,1
D11124,P11124,0
D11125,P11125,1
D11126,P11126,0
D11127,P11127,1
D11128,P11128,0
D11129,P11129,1
D11130,P11130,0
D11131,P11131,1
D11132,P11132,0
D11133,P11133,1
D11134,P11134,0
D11135,P11135,1
D11136,P11136,0
D11137,P11137,1
D11138,P11138,0
D11139,P11139,1
D11140,P11140,0
D11141,P11141,1
D11142,P11142,0
D11143,P11143,1
D11144,P11144,0
D11145,P11145,1
D11146,P11146,0
D11147,P11147,1
D11148,P11148,0
D11149,P11149,1
D11150,P11150,0
D11151,P11151,1
D11152,P11152,0
D11153,P11153,1
D11154,P11154,0
D11155,P11155,1
D11156,P11156,0
D11157,P11157,1
D11158,P11158,0
D11159,P11159,1
D11160,P11160,0
D11161,P11161,1
D11162,P11162,0
D11163,P11163,1
D11164,P11164,0
D11165,P11165,1
D11166,P11166,0
D11167,P11167,1
D11168,P11168,0
D11169,P11169,1
D11170,P11170,0
D11171,P11171,1
D11172,P11172,0
D11173,P11173,1
D11174,P11174,0
D11175,P11175,1
D11176,P11176,0
D11177,P11177,1
D11178,P11178,0
D11179,P11179,1
D11180,P11180,0
D11181,P11181,1
D11182,P11182,0
D11183,P11183,1
D11184,P11184,0
D11185,P11185,1
D11186,P11186,0
D11187,P11187,1
D11188,P11188,0
D11189,P11189,1
D11190,P11190,0
D11191,P11191,1
D11192,P11192,0
D11193,P11193,1
D11194,P11194,0
D11195,P11195,1
D11196,P11196,0
D11197,P11197,1
D11198,P11198,0
D11199,P11199,1
D11200,P11200,0
D11201,P11201,1
D11202,P11202,0
D11203,P11203,1
D11204,P11204,0
D11205,P11205,1
D11206,P11206,0
D11207,P11207,1
D11208,P11208,0
D11209,P11209,1
D11210,P11210,0
D11211,P11211,1
D11212,P11212,0
D11213,P11213,1
D11214,P11214,0
D11215,P11215,0
D11216,P11216,1
D11217,P11217,0
D11218,P11218,1
D11219,P11219,0
D11220,P11220,1
D11221,P11221,0
D11222,P11222,1
D11223,P11223,0
D11224,P11224,1
D11225,P11225,0
D11226,P11226,1
D11227,P11227,0
D11228,P11228,1
D11229,P11229,0
D11230,P11230,1
D11231,P11231,0
D11232,P11232,1
D11233,P11233,0
D11234,P11234,1
D11235,P11235,0
D11236,P11236,1
D11237,P11237,0
D11238,P11238,1
D11239,P11239,0
D11240,P11240,1
D11241,P11241,0
D11242,P11242,0
D11243,P11243,1
D11244,P11244,0
D11245,P11245,1
D11246,P11246,0
D11247,P11247,1
D11248,P11248,0
D11249,P11249,1
D11250,P11250,0
D11251,P11251,1
D11252,P11252,0
D11253,P11253,1
D11254,P11254,0
D11255,P11255,1
D11256,P11256,0
D11257,P11257,1
D11258,P11258,0
D11259,P11259,1
D11260,P11260,0
D11261,P11261,1
D11262,P11262,0
D11263,P11263,1
D11264,P11264,0
D11265,P11265,1
D11266,P11266,0
D11267,P11267,1
D11268,P11268,0
D11269,P11269,1
D11270,P11270,0
D11271,P11271,1
D11272,P11272,0
D11273,P11273,1
D11274,P11274,0
D11275,P11275,1
D11276,P11276,0
D11277,P11277,1
D11278,P11278,0
D11279,P11279,1
D11280,P11280,0
D11281,P11281,1
D11282,P11282,0
D11283,P11283,1
D11284,P11284,0
D11285,P11285,1
D11286,P11286,0
D11287,P11287,1
D11288,P11288,0
D11289,P11289,1
D11290,P11290,0
D11291,P11291,1
D11292,P11292,0
D11293,P11293,1
D11294,P11294,0
D11295,P11295,1
D11296,P11296,0
D11297,P11297,1
D11298,P11298,0
D11299,P11299,1
D11300,P11300,0
D11301,P11301,1
D11302,P11302,0
D11303,P11303,1
D11304,P11304,0
D11305,P11305,1
D11306,P11306,0
D11307,P11307,1
D11308,P11308,0
D11309,P11309,1
D11310,P11310,0
D11311,P11311,1
D11312,P11312,0
D11313,P11313,1
D11314,P11314,0
D11315,P11315,1
D11316,P11316,0
D11317,P11317,1
D11318,P11318,0
D11319,P11319,1
D11320,P11320,0
D11321,P11321,1
D11322,P11322,0
D11323,P11323,1
D11324,P11324,0
D11325,P11325,1
D11326,P11326,0
D11327,P11327,1
D11328,P11328,0
D11329,P11329,1
D11330,P11330,0
D11331,P11331,1
D11332,P11332,0
D11333,P11333,1
D11334,P11334,0
D11335,P11335,1
D11336,P11336,0
D11337,P11337,1
D11338,P11338,0
D11339,P11339,1
D11340,P11340,1
D11341,P11341,0
D11342,P11342,1
D11343,P11343,0
D11344,P11344,1
D11345,P11345,0
D11346,P11346,1
D11347,P11347,0
D11348,P11348,1
D11349,P11349,0
D11350,P11350,1
D11351,P11351,0
D11352,P11352,1
D11353,P11353,0
D11354,P11354,1
D11355,P11355,0
D11356,P11356,1
D11357,P11357,0
D11358,P11358,1
D11359,P11359,0
D11360,P11360,1
D11361,P11361,0
D11362,P11362,1
D11363,P11363,0
D11364,P11364,1
D11365,P11365,0
D11366,P11366,1
D11367,P11367,0
D11368,P11368,1
D11369,P11369,0
D11370,P11370,1
D11371,P11371,0
D11372,P11372,1
D11373,P11373,0
D11374,P11374,1
D11375,P11375,0
D11376,P11376,1
D11377,P11377,0
D11378,P11378,1
D11379,P11379,0
D11380,P11380,1
D11381,P11381,0
D11382,P11382,1
D11383,P11383,1
D11384,P11384,0
D11385,P11385,1
D11386,P11386,0
D11387,P11387,1
D11388,P11388,0
D11389,P11389,1
D11390,P11390,0
D11391,P11391,1
D11392,P11392,0
D11393,P11393,1
D11394,P11394,0
D11395,P11395,1
D11396,P11396,0
D11397,P11397,1
D11398,P11398,0
D11399,P11399,1
D11400,P11400,0
D11401,P11401,1
D11402,P11402,0
D11403,P11403,1
D11404,P11404,0
D11405,P11405,1
D11406,P11406,0
D11407,P11407,1
D11408,P11408,0
D11409,P11409,1
D11410,P11410,0
D11411,P11411,1
D11412,P11412,0
D11413,P11413,1
D11414,P11414,0
D11415,P11415,1
D11416,P11416,0
D11417,P11417,1
D11418,P11418,0
D11419,P11419,1
D11420,P11420,0
D11421,P11421,1
D11422,P11422,0
D11423,P11423,1
D11424,P11424,0
D11425,P11425,1
D11426,P11426,0
D11427,P11427,1
D11428,P11428,0
D11429,P11429,1
D11430,P11430,0
D11431,P11431,1
D11432,P11432,0
D11433,P11433,1
D11434,P11434,0
D11435,P11435,1
D11436,P11436,0
D11437,P11437,1
D11438,P11438,0
D11439,P11439,1
D11440,P11440,0
D11441,P11441,1
D11442,P11442,0
D11443,P11443,1
D11444,P11444,0
D11445,P11445,1
D11446,P11446,0
D11447,P11447,1
D11448,P11448,0
D11449,P11449,1
D11450,P11450,0
D11451,P11451,1
D11452,P11452,0
D11453,P11453,1
D11454,P11454,0
D11455,P11455,1
D11456,P11456,0
D11457,P11457,1
D11458,P11458,0
D11459,P11459,1
D11460,P11460,0
D11461,P11461,1
D11462,P11462,1
D11463,P11463,0
D11464,P11464,1
D11465,P11465,0
D11466,P11466,1
D11467,P11467,0
D11468,P11468,1
D11469,P11469,0
D11470,P11470,1
D11471,P11471,0
D11472,P11472,1
D11473,P11473,0
D11474,P11474,1
D11475,P11475,0
D11476,P11476,1
D11477,P11477,0
D11478,P11478,1
D11479,P11479,0
D11480,P11480,1
D11481,P11481,0
D11482,P11482,1
D11483,P11483,0
D11484,P11484,1
D11485,P11485,0
D11486,P11486,1
D11487,P11487,0
D11488,P11488,1
D11489,P11489,0
D11490,P11490,1
D11491,P11491,0
D11492,P11492,1
D11493,P11493,0
D11494,P11494,1
D11495,P11495,0
D11496,P11496,1
D11497,P11497,0
D11498,P11498,1
D11499,P11499,0
D11500,P11500,1
D11501,P11501,0
D11502,P11502,1
D11503,P11503,0
D11504,P11504,1
D11505,P11505,0
D11506,P11506,1
D11507,P11507,0
D11508,P11508,1
D11509,P11509,0
D11510,P11510,1
D11511,P11511,0
D11512,P11512,1
D11513,P11513,0
D11514,P11514,1
D11515,P11515,0
D11516,P11516,1
D11517,P11517,0
D11518,P11518,1
D11519,P11519,0
D11520,P11520,1
D11521,P11521,0
D11522,P11522,1
D11523,P11523,0
D11524,P11524,1
D11525,P11525,0
D11526,P11526,1
D11527,P11527,0
D11528,P11528,1
D11529,P11529,0
D11530,P11530,1
D11531,P11531,0
D11532,P11532,1
D11533,P11533,0
D11534,P11534,1
D11535,P11535,0
D11536,P11536,0
D11537,P11537,0
D11538,P11538,0
D11539,P11539,0
D11540,P11540,0
D11541,P11541,0
D11542,P11542,0
D11543,P11543,0
D11544,P11544,0
