protein_id,sequence
P11224,Q9H3N8
P11225,O14727
P11226,P28221
P11227,O15554
P11228,P78334
P11229,P04424
P11230,P04150
P11231,P11388
P11232,P14867
P11233,Q9NPA1
P11234,Q15080
P11235,P17540
P11236,P23975
P11237,P27169
P11238,P35348
P11239,P33673
P11240,P28222
P11241,P25021
P11242,P54710
P11243,P00519
P11244,Q9Y619
P11245,O14764
P11246,Q96C36
P11247,Q99928
P11248,Q02817
P11249,P47870
P11250,O75746
P11251,Q09428
P11252,P28702
P11253,P36969
P11254,P20586
P11255,P0A3M5
P11256,O15269
P11257,P08172
P11258,P16233
P11259,P10613
P11260,P46925
P11261,P21917
P11262,P12318
P11263,Q9BQB6
P11264,P00367
P11265,P43007
P11266,P06149
P11267,P11388
P11268,Q99584
P11269,O60939
P11270,P16070
P11271,P08912
P11272,P10636
P11273,P10721
P11274,P22033
P11275,P28221
P11276,P20586
P11277,P47869
P11278,P00439
P11279,O95069
P11280,Q07864
P11281,Q14957
P11282,P72524
P11283,P02763
P11284,P31639
P11285,P35368
P11286,Q969I3
P11287,O94760
P11288,P11836
P11289,P28702
P11290,P48637
P11291,O67854
P11292,Q8TDS4
P11293,P21728
P11294,Q09428
P11295,P35498
P11296,P27695
P11297,P27815
P11298,P19793
P11299,P35754
P11300,P61278
P11301,Q6GI75
P11302,Q9UK17
P11303,Q14145
P11304,Q15822
P11305,Q01668
P11306,P04083
P11307,O14764
P11308,P00813
P11309,P00915
P11310,P0A749
P11311,P08913
P11312,P17538
P11313,P35368
P11314,P08253
P11315,P0A3M6
P11316,P00352
P11317,P28223
P11318,P30532
P11319,Q9H3N8
P11320,O60294
P11321,O14764
P11322,P20711
P11323,P34903
P11324,P02745
P11325,Q75Y35
P11326,P45880
P11327,P10275
P11328,P16109
P11329,P54289
P11330,P06732
P11331,Q13002
P11332,O43923
P11333,P18505
P11334,P02708
P11335,P08913
P11336,Q44532
P11337,Q02817
P11338,Q9UG56
P11339,P34903
P11340,P34972
P11341,P78352
P11342,P23975
P11343,Q15080
P11344,P14416
P11345,P06400
P11346,P0AEB3
P11347,P15260
P11348,Q05901
P11349,P23975
P11350,P06276
P11351,P62942
P11352,P06239
P11353,P23921
P11354,Q02156
P11355,Q72JJ3
P11356,P14867
P11357,P32239
P11358,O15375
P11359,Q8TDS4
P11360,P42262
P11361,P14679
P11362,P49069
P11363,Q9Y691
P11364,P08235
P11365,Q52437
P11366,O60294
P11367,P22891
P11368,P62580
P11369,P02818
P11370,P28472
P11371,P08246
P11372,Q5T6L4
P11373,P06737
P11374,Q9BQB6
P11375,Q9H598
P11376,Q9Y5Y9
P11377,P05452
P11378,P62942
P11379,O14920
P11380,P08235
P11381,P0A6R0
P11382,P28223
P11383,P20309
P11384,P09848
P11385,Q13639
P11386,Q9UNN8
P11387,P35348
P11388,Q16558
P11389,P43702
P11390,Q13315
P11391,P0A3M6
P11392,P49916
P11393,P28472
P11394,P04234
P11395,Q9UM73
P11396,P35368
P11397,Q12791
P11398,P33673
P11399,P50406
P11400,Q16873
P11401,Q12879
P11402,O43525
P11403,P21728
P11404,P07202
P11405,Q13224
P11406,Q9GZT9
P11407,P35367
P11408,P00915
P11409,P10275
P11410,P13196
P11411,P08908
P11412,P07947
P11413,O14764
P11414,P14780
P11415,P47869
P11416,Q9H228
P11417,P11309
P11418,Q8WYK2
P11419,P52569
P11420,Q92781
P11421,Q02641
P11422,Q9A1X4
P11423,Q7ZJM1
P11424,Q15759
P11425,Q01668
P11426,P24232
P11427,P11473
P11428,O15375
P11429,P23219
P11430,P17787
P11431,Q9Y5Y9
P11432,P53597
P11433,P12821
P11434,Q8NER1
P11435,Q9NZV8
P11436,P01730
P11437,P35348
P11438,Q9QNF7
P11439,P02919
P11440,Q9UJT1
P11441,P34969
P11442,P07947
P11443,Q02809
P11444,P68871
P11445,P21918
P11446,O76083
P11447,P24046
P11448,P0AFU8
P11449,P34995
P11450,P46597
P11451,Q99928
P11452,Q15858
P11453,O43681
P11454,P54750
P11455,Q92731
P11456,P11836
P11457,Q13555
P11458,Q07699
P11459,P17948
P11460,Q9NR82
P11461,Q8TD30
P11462,P22460
P11463,P17540
P11464,P05023
P11465,P21266
P11466,P47869
P11467,P02818
P11468,P35348
P11469,Q9H252
P11470,Q92887
P11471,Q53H96
P11472,P0A3M6
P11473,P20963
P11474,O60706
P11475,P04275
P11476,P08912
P11477,Q9ULX7
P11478,O95477
P11479,P55792
P11480,P28223
P11481,P04626
P11482,P28223
P11483,P21728
P11484,Q9NR19
P11485,P05113
P11486,P31644
P11487,P11168
P11488,Q8TCC7
P11489,Q14534
P11490,P0A7S3
P11491,Q13509
P11492,P48169
P11493,P58558
P11494,P31639
P11495,P07477
P11496,P28223
P11497,P12676
P11498,P14416
P11499,P07307
P11500,P21918
P11501,P04229
P11502,Q07869
P11503,P14784
P11504,P49841
P11505,Q00266
P11506,P30939
P11507,P17812
P11508,P12821
P11509,P35372
P11510,Q13002
P11511,O95665
P11512,P31644
P11513,P02747
P11514,Q00653
P11515,P00491
P11516,Q13698
P11517,P09788
P11518,Q02641
P11519,P32927
P11520,P07900
P11521,P01023
P11522,P24530
P11523,P50870
P11524,Q8XJ01
P11525,P01100
P11526,P11229
P11527,Q9UN88
P11528,P30518
P11529,P0AD65
P11530,P09210
P11531,Q13698
P11532,P08173
P11533,Q15125
P11534,P12821
P11535,P22748
P11536,P0A7X3
P11537,P10613
P11538,P18314
P11539,P30825
P11540,Q02643
P11541,P31645
P11542,Q9H239
P11543,Q96C24
P11544,O95342
P11545,P23219
P11546,P23381
P11547,P35367
P11548,Q9Y5N1
P11549,Q8TDS4
P11550,Q9Y691
P11551,P09788
P11552,P49589
P11553,P14920
P11554,Q9LAG2
P11555,P49585
P11556,P0AD68
P11557,Q00975
P11558,P05108
P11559,P60723
P11560,P35354
P11561,Q6NSD4
P11562,P29274
P11563,P03372
P11564,P35968
P11565,P54289
P11566,Q9H3N8
P11567,P08253
P11568,P37062
P11569,P22001
P11570,P25021
P11571,P54289
P11572,P0A749
P11573,O24990
P11574,P49228
P11575,P18283
P11576,P61177
P11577,P68366
P11578,P02675
